id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,district,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price
9435300030,20140528T000000,4,1,1660,34848,1,NO,suburb,poor,low,930,730,1933,0,98052,47.6621,-122.132,550000
2768000400,20141230T000000,4,2,2360,6000,2,NO,suburb,good,high,2360,0,1904,0,98107,47.6702,-122.362,640000
7895500070,20150213T000000,4,1,1220,8075,1,NO,suburb,notgood,normal,890,330,1969,0,98001,47.3341,-122.282,240000
2078500320,20140620T000000,4,2.5,2620,7553,2,NO,suburb,normal,high,2620,0,1996,0,98056,47.5301,-122.18,605000
5547700270,20140715T000000,4,2.5,2570,5520,2,NO,suburb,normal,high,2570,0,2000,0,98074,47.6145,-122.027,625000
7766200013,20140811T000000,4,2.25,4220,24186,1,NO,suburb,normal,high,2600,1620,1984,0,98166,47.445,-122.347,775000
7203220400,20140707T000000,5,2.75,3595,5639,2,NO,suburb,normal,high,3595,0,2014,0,98053,47.6848,-122.016,861990
9270200160,20141028T000000,3,1,1570,2280,2,NO,suburb,normal,normal,1570,0,1922,0,98119,47.6413,-122.364,685000
1432701230,20140729T000000,3,1,1280,9656,1,NO,suburb,good,normal,920,360,1959,0,98058,47.4485,-122.175,309000
8035350320,20140718T000000,3,2.5,3160,13603,2,NO,suburb,normal,high,3160,0,2003,0,98019,47.7443,-121.977,488000
8945200830,20150325T000000,3,1,990,8528,1,NO,suburb,normal,normal,,0,1966,0,98023,47.3066,-122.371,210490
4178300310,20140716T000000,4,2.5,2290,13416,2,NO,suburb,good,high,2290,0,1981,0,98007,47.6194,-122.151,785000
9215400105,20150428T000000,3,1.75,1250,5963,1,NO,suburb,good,normal,1250,0,1953,0,98115,47.6796,-122.301,450000
822039084,20150311T000000,3,2.5,2753,65005,1,YES,subcity,excellent,high,2165,588,1953,0,98070,47.4041,-122.451,1.35E+06
5245600105,20140916T000000,3,1,1190,9199,1,NO,suburb,normal,normal,1190,0,1955,0,98148,47.4258,-122.322,228000
7231300125,20150217T000000,5,2.5,3150,9134,1,NO,suburb,good,high,1640,1510,1966,0,98056,47.4934,-122.189,345000
7518505990,20141231T000000,3,1.75,1410,4080,1,NO,suburb,good,normal,1000,410,1950,0,98117,47.6808,-122.384,600000
3626039271,20150205T000000,2,1.75,1980,8550,1,NO,suburb,normal,normal,990,990,1981,0,98117,47.6989,-122.369,585000
4217401195,20150303T000000,5,2.25,2730,6000,1.5,NO,suburb,normal,high,,600,1927,0,98105,47.6571,-122.281,920000
9822700295,20140512T000000,4,2.5,2830,5000,2,NO,suburb,normal,high,2830,0,1995,0,98105,47.6597,-122.29,885000
9478500640,20140819T000000,4,2.5,2250,4495,2,NO,suburb,normal,normal,2250,0,2008,0,98042,47.3663,-122.114,292500
2799800710,20150407T000000,3,2.5,2420,4750,2,NO,suburb,normal,high,2420,0,2003,0,98042,47.3663,-122.122,301000
7922800400,20140827T000000,5,3.25,3250,14342,2,NO,mainStreet,good,high,3250,0,1968,0,98008,47.588,-122.116,951000
8079040320,20150223T000000,4,3,1850,9976,2,NO,suburb,normal,high,1850,0,1991,0,98059,47.5059,-122.149,430000
1516000055,20141210T000000,3,2.25,2150,21235,1,NO,city,good,high,1590,560,1959,0,98166,47.4336,-122.339,650000
9558200045,20140828T000000,3,1.75,1260,8400,1,NO,suburb,normal,normal,1260,0,1954,0,98148,47.4366,-122.335,289000
5072410070,20141021T000000,3,1.75,2519,8690,2,NO,suburb,excellent,high,2519,0,1973,0,98166,47.4428,-122.344,505000
9528102996,20141207T000000,3,1.75,1540,1044,3,NO,suburb,normal,high,1540,0,2014,0,98115,47.6765,-122.32,549000
1189001180,20140603T000000,3,2.25,1660,6000,1,NO,suburb,normal,normal,1110,550,1979,0,98122,47.6113,-122.297,425000
3253500160,20141120T000000,3,2.75,2770,3809,1.5,NO,suburb,excellent,normal,1770,1000,1925,0,98144,47.5747,-122.304,317625
3394100030,20140909T000000,4,2.5,2720,11049,2,NO,suburb,normal,luxury,2720,0,1989,0,98004,47.5815,-122.192,975000
3717000160,20141009T000000,4,2.5,2240,4648,2,NO,suburb,normal,normal,2240,0,2005,0,98001,47.3378,-122.257,287000
1274500060,20140825T000000,3,,1000,12070,1,NO,suburb,good,normal,1000,0,1968,0,98042,47.3621,-122.11,204000
1802000060,20140612T000000,5,2.25,3200,20158,1,NO,suburb,normal,high,1600,1600,1965,0,98004,47.6303,-122.215,1.33E+06
1525059190,20140912T000000,5,3.25,4770,50094,1,NO,suburb,good,luxury,3070,1700,1973,0,98005,47.6525,-122.16,1.04E+06
1049000060,20150105T000000,3,2,1260,5612,1,NO,suburb,good,normal,1260,0,1972,0,98034,47.7362,-122.179,325000
8820901275,20140610T000000,4,2,2750,7807,1.5,NO,suburb,excellent,normal,,500,1916,0,98125,47.7168,-122.287,571000
5416510140,20140710T000000,4,2.5,2380,5000,2,NO,suburb,normal,high,2380,0,2005,0,98038,47.3608,-122.036,360000
3444100400,20150316T000000,3,1.75,1790,50529,1,NO,suburb,excellent,normal,1090,700,1965,0,98042,47.3511,-122.073,349000
3276920270,20141105T000000,4,4,3430,35102,2,NO,suburb,good,luxury,2390,1040,1986,0,98075,47.5822,-121.987,832500
4036801170,20141013T000000,4,1.75,1760,7300,1,NO,suburb,normal,normal,880,880,1956,0,98008,47.6034,-122.125,380000
2391600320,20150420T000000,3,1,1040,5060,1,NO,suburb,normal,normal,1040,0,1941,0,98116,47.5636,-122.394,480000
6300000287,20140609T000000,3,1,1410,5060,1,NO,suburb,good,normal,910,500,1956,0,98133,47.7073,-122.34,410000
1531000030,20150323T000000,4,2.5,3450,39683,2,NO,suburb,normal,luxury,3450,0,2002,0,98010,47.342,-122.025,720000
5104520400,20141202T000000,3,2.5,2350,5100,2,NO,suburb,normal,high,2350,0,2003,0,98038,47.3512,-122.008,390000
7437100340,20141222T000000,4,2.5,1900,5889,2,NO,suburb,normal,normal,1900,0,1992,0,98038,47.349,-122.031,360000
9418400240,20141028T000000,2,1,2020,6720,1,NO,suburb,normal,normal,1010,1010,1948,0,98118,47.5474,-122.291,355000
1523059105,20150128T000000,3,1.5,1680,8712,1,NO,suburb,normal,high,1680,0,1964,0,98059,47.4811,-122.149,356000
1133000671,20140602T000000,3,1,960,6634,1,NO,suburb,normal,normal,960,0,1952,0,98125,47.7264,-122.31,315000
4232902595,20141114T000000,3,1.5,2140,3600,2,NO,suburb,normal,high,,240,1925,0,98119,47.6337,-122.365,940000
2599001200,20141103T000000,5,2.25,2660,8400,1.5,NO,suburb,excellent,normal,2660,0,1961,0,98092,47.2909,-122.189,305000
3342103156,20140618T000000,3,3.25,2770,6278,2,NO,suburb,normal,high,1980,790,2006,0,98056,47.5228,-122.199,461000
1332700270,20140519T000000,2,2.25,1610,2040,2,NO,suburb,good,normal,1610,0,1979,0,98056,47.518,-122.194,215000
3869900162,20140904T000000,2,1.75,1030,1066,2,NO,suburb,normal,normal,765,265,2006,0,98136,47.5394,-122.387,335000
2791500270,20140522T000000,4,2.5,1980,7403,2,NO,suburb,normal,normal,1980,0,1988,0,98023,47.2897,-122.372,243500
5036300431,20150311T000000,5,2.75,3520,6353,2,NO,suburb,good,luxury,3520,0,2001,0,98199,47.6506,-122.391,1.10E+06
4168000060,20150226T000000,3,1,1200,10500,1,NO,suburb,normal,normal,1200,0,1962,0,98023,47.322,-122.351,153000
6021501535,20140725T000000,3,1.5,1580,5000,1,NO,suburb,normal,high,1290,290,1939,0,98117,47.687,-122.386,430000
6021501535,20141223T000000,3,1.5,1580,5000,1,NO,suburb,normal,high,1290,290,1939,0,98117,47.687,-122.386,700000
1483300570,20140908T000000,4,2.5,3300,10250,1,NO,suburb,normal,normal,2390,910,1946,1991,98040,47.5873,-122.249,905000
3422049190,20150330T000000,3,1.75,1960,15681,1,NO,suburb,normal,normal,1960,0,1967,0,98032,47.3576,-122.277,247500
1099611230,20140912T000000,4,1.5,1160,6400,1,NO,suburb,good,normal,,0,1975,0,98023,47.3036,-122.378,199000
722079104,20140711T000000,3,1.75,1810,41800,1,NO,suburb,excellent,normal,1210,600,1980,0,98038,47.4109,-121.958,314000
7338200240,20140516T000000,3,2.5,2320,36847,2,NO,subcity,normal,high,2320,0,1992,0,98045,47.4838,-121.714,437500
1952200240,20140611T000000,3,2.5,2070,13241,1.5,NO,suburb,excellent,high,1270,800,1910,0,98102,47.6415,-122.315,850830
5200100125,20141027T000000,3,2,1980,3478,1.5,NO,suburb,good,normal,1440,540,1929,0,98117,47.6775,-122.372,555000
7214720075,20141212T000000,3,2.25,2190,107593,2,NO,suburb,good,high,2190,0,1983,0,98077,47.7731,-122.08,699950
2450000295,20141007T000000,3,2.5,2920,8113,2,NO,suburb,normal,high,,0,1950,2010,98004,47.5814,-122.196,1.09E+06
6197800045,20140924T000000,3,1,1210,33919,1,NO,suburb,normal,normal,1210,0,1954,0,98058,47.4375,-122.184,290000
1328310370,20150402T000000,3,2.5,2340,10005,1,NO,suburb,good,high,1460,880,1978,0,98058,47.4431,-122.133,375000
546000875,20140523T000000,3,1,1670,4005,1.5,NO,suburb,good,normal,1170,500,1939,0,98117,47.6878,-122.38,460000
3530510041,20140723T000000,2,,1240,2493,1,NO,suburb,good,high,1240,0,1985,0,98198,47.3813,-122.322,188500
1853000400,20150305T000000,4,2.5,3140,28037,2,NO,suburb,good,luxury,3140,0,1991,0,98077,47.7304,-122.082,680000
3134100116,20140827T000000,5,1.75,2030,12342,2,NO,suburb,good,normal,2030,0,1942,0,98052,47.6417,-122.109,470000
9545230140,20140725T000000,4,2.5,2310,9624,2,NO,suburb,normal,high,2310,0,1984,0,98027,47.5386,-122.053,597750
3362400511,20150304T000000,3,1.75,1260,3328,1,NO,suburb,excellent,normal,700,560,1905,0,98103,47.6823,-122.349,570000
2525310310,20140916T000000,3,1.75,1540,12600,1,NO,suburb,good,normal,1160,380,1980,0,98038,47.3624,-122.031,272500
6126500060,20141124T000000,3,1.75,2080,5969,1,NO,subcity,normal,normal,1080,1000,1971,0,98108,47.5474,-122.295,329950
8961960160,20141028T000000,4,2.5,3230,16171,2,NO,city,normal,high,2520,710,2001,0,98001,47.3183,-122.253,480000
3626039325,20141121T000000,3,3.5,4380,6350,2,NO,suburb,normal,high,2780,1600,1900,1999,98117,47.6981,-122.368,740500
3362400431,20140626T000000,3,3.5,1590,1102,3,,suburb,normal,high,1590,0,2010,0,98103,47.6824,-122.347,518500
4060000240,20140623T000000,2,1,880,6780,1,NO,suburb,good,normal,880,0,1945,0,98178,47.5009,-122.248,205425
3454800060,20150108T000000,4,2,1570,9600,1,NO,suburb,normal,normal,1570,0,1950,0,98168,47.4965,-122.303,171800
1695900060,20150511T000000,4,1,1610,2982,1.5,NO,suburb,good,normal,1610,0,1925,0,98144,47.587,-122.294,535000
7278700070,20150102T000000,3,2.5,2400,6474,1,NO,subcity,normal,high,1560,840,1964,0,98177,47.7728,-122.386,660000
6675500070,20141119T000000,3,2,1450,9132,1,NO,suburb,normal,normal,1450,0,1987,0,98034,47.7288,-122.226,391500
3626039187,20150406T000000,2,1,770,6000,1,NO,suburb,normal,normal,770,0,1953,0,98117,47.6999,-122.364,395000
3524049083,20141104T000000,4,1.75,2100,4400,1.5,NO,suburb,excellent,normal,1720,380,1924,0,98118,47.5299,-122.266,445000
3275860240,20140618T000000,3,2.25,2910,10204,2,NO,suburb,normal,high,2910,0,1990,0,98052,47.6897,-122.098,770000
4389200955,20150302T000000,4,2.75,2750,17789,1.5,NO,suburb,normal,high,1980,770,1914,1992,98004,47.6141,-122.212,1.45E+06
4058801670,20140717T000000,3,2.25,2100,8201,1,NO,subcity,normal,high,1620,480,1967,0,98178,47.5091,-122.244,445000
8732020310,20140717T000000,4,2.25,2160,8811,1,NO,suburb,normal,high,1360,800,1978,0,98023,47.3129,-122.39,260000
2331300505,20140613T000000,5,3.5,2320,4960,2,NO,suburb,excellent,normal,1720,600,1926,0,98103,47.6763,-122.352,822500
7853210060,20150406T000000,4,2.5,2070,4310,2,NO,suburb,normal,normal,2070,0,2004,0,98065,47.5319,-121.85,430000
3668000070,20150105T000000,3,1.75,1060,7875,1,NO,suburb,good,normal,1060,0,1986,0,98092,47.2761,-122.152,212000
9545240070,20150428T000000,4,2.25,2010,9603,1,NO,suburb,normal,high,1440,570,1986,0,98027,47.5343,-122.054,660500
1243100136,20140612T000000,3,3.5,3950,111078,1.5,NO,suburb,normal,high,2460,1490,1989,0,98052,47.697,-122.072,784000
8929000270,20140512T000000,3,2.5,2010,2287,2,NO,suburb,normal,high,1390,620,2014,0,98029,47.5517,-121.998,453246
2767602356,20150126T000000,4,3.5,2140,2278,3,NO,suburb,normal,high,2140,0,2005,0,98107,47.6734,-122.38,675000
921049315,20140813T000000,3,1.75,1320,17390,1,NO,suburb,good,normal,1320,0,1956,0,98003,47.3257,-122.296,199000
3655000070,20140805T000000,4,1.75,2020,7840,1,NO,suburb,normal,normal,1010,1010,1968,0,98003,47.3309,-122.299,220000
4027700812,20140529T000000,4,2.25,2590,10002,1,NO,suburb,good,high,1340,1250,1968,0,98028,47.7689,-122.266,452000
3992700335,20140707T000000,2,1,1190,4440,1,NO,suburb,normal,normal,1190,0,1981,0,98125,47.7135,-122.287,382500
2767603505,20140507T000000,3,2.25,1170,1249,3,NO,suburb,normal,high,1170,0,2014,0,98107,47.6722,-122.381,519950
4232901525,20140627T000000,2,1,1110,3200,1,NO,suburb,normal,normal,1110,0,1925,0,98119,47.6338,-122.358,665000
1777500060,20140708T000000,5,,2820,9375,1,NO,suburb,good,high,1550,1270,1968,0,98006,47.5707,-122.128,527700
1432900240,20150508T000000,3,1,1610,8579,1,NO,suburb,good,normal,1010,600,1962,0,98058,47.4563,-122.171,205000
6140100875,20150415T000000,3,1,1060,8097,1,NO,suburb,good,normal,940,120,1923,0,98133,47.7144,-122.351,420000
6071600370,20150227T000000,4,2.25,2030,8517,1,NO,suburb,good,high,1380,650,1961,0,98006,47.5495,-122.174,500000
1526069017,20141203T000000,4,2.5,3670,315374,2,NO,suburb,good,high,3670,0,1994,0,98077,47.7421,-122.026,921500
809001525,20140625T000000,4,1,2550,4000,2,NO,suburb,normal,high,2370,180,1905,0,98109,47.6354,-122.353,890000
3224079105,20140806T000000,2,2.5,2420,60984,2,NO,suburb,normal,normal,2420,0,2007,0,98027,47.5262,-121.943,430000
8075400570,20141030T000000,5,2,2260,12500,1,NO,suburb,good,high,1130,1130,1960,0,98032,47.3887,-122.286,258000
1994200024,20141104T000000,3,1,1430,3455,1,NO,suburb,normal,normal,980,450,1947,0,98103,47.6873,-122.336,511000
3362900810,20140820T000000,3,2,1360,3090,2,NO,suburb,normal,high,1360,0,1990,0,98103,47.6838,-122.353,532170
1324300398,20150409T000000,3,1,1110,5000,1.5,NO,suburb,normal,normal,1110,0,1947,0,98107,47.655,-122.359,560000
537000445,20150331T000000,3,1,1250,8200,1,NO,suburb,good,normal,1250,0,1954,0,98003,47.3255,-122.304,282950
7855801670,20150401T000000,4,3.25,5180,19850,2,NO,city,normal,luxury,3540,1640,2006,0,98006,47.562,-122.162,2.25E+06
7920100045,20140516T000000,1,1,700,5100,1,NO,suburb,normal,normal,700,0,1942,0,98115,47.679,-122.3,350000
8960000030,20140728T000000,3,1,1180,7669,1,NO,suburb,good,normal,1180,0,1967,0,98058,47.4479,-122.176,215000
6388930390,20141120T000000,5,3.5,3960,25245,2,NO,suburb,normal,high,2500,1460,1996,0,98056,47.525,-122.172,650000
8731900200,20140807T000000,4,2.75,2640,7500,1,NO,suburb,normal,high,1620,1020,1967,0,98023,47.3135,-122.369,320000
8029200135,20141113T000000,3,2,1270,7198,1.5,NO,suburb,normal,normal,1270,0,1916,2013,98022,47.2086,-121.996,247000
1081200350,20141003T000000,4,1.75,1760,11180,1,NO,suburb,good,high,1760,0,1968,0,98059,47.4715,-122.118,320000
84000105,20140507T000000,5,2.25,2060,8632,1,NO,suburb,normal,normal,1030,1030,1962,0,98146,47.4877,-122.335,255000
3756500060,20150309T000000,3,1.75,1780,9660,1,NO,suburb,normal,normal,1780,0,1962,0,98034,47.7171,-122.193,438000
7215720160,20150304T000000,3,2.5,3400,16603,2,NO,suburb,normal,luxury,3400,0,2000,0,98075,47.6012,-122.023,900000
3574800520,20140620T000000,3,2.75,1910,7280,1,NO,suburb,normal,normal,1160,750,1979,0,98034,47.7319,-122.224,441000
2617300160,20140812T000000,3,2,2020,38332,1,NO,suburb,good,normal,1010,1010,1975,0,98027,47.4582,-122.023,420000
2558660270,20141208T000000,3,1.75,1580,7000,1,NO,suburb,normal,normal,1180,400,1976,0,98034,47.7209,-122.168,370000
2009000370,20150219T000000,2,1.75,1340,7250,1,NO,suburb,excellent,low,700,640,1949,0,98198,47.408,-122.327,269950
1836980160,20150324T000000,4,2.5,2680,4499,2,NO,suburb,normal,high,2680,0,1999,0,98006,47.565,-122.125,807100
3261020370,20140605T000000,3,2.5,2680,9750,1,NO,suburb,good,high,1610,1070,1979,0,98034,47.7028,-122.231,653000
1755700060,20140611T000000,3,2,1370,8336,1,NO,suburb,excellent,normal,1370,0,1964,0,98133,47.7458,-122.331,371500
4330600435,20150316T000000,3,1.75,1560,21000,1,NO,suburb,normal,normal,1560,0,1954,0,98166,47.4776,-122.337,284000
9542800700,20150102T000000,3,1.75,2160,7140,1,NO,suburb,good,normal,1670,490,1978,0,98023,47.3026,-122.374,272000
1999700045,20140502T000000,3,1.5,1340,7912,1.5,NO,suburb,normal,normal,1340,0,1955,0,98133,47.7658,-122.339,313000
1762600070,20150116T000000,4,2.5,3880,35003,2,NO,suburb,normal,luxury,2570,1310,1984,0,98033,47.6477,-122.182,917500
1687900520,20140929T000000,4,2.25,2590,8190,2,NO,suburb,good,high,2590,0,1980,0,98006,47.5619,-122.125,673000
7234600798,20150210T000000,3,2.5,1120,1100,2,NO,suburb,normal,high,820,300,2008,0,98122,47.6106,-122.31,425000
3881900445,20140709T000000,5,2.75,1970,5400,1,NO,suburb,normal,normal,1320,650,1986,0,98144,47.5868,-122.308,399950
2254502445,20140530T000000,3,1,1220,4800,1,NO,suburb,normal,normal,1220,0,1901,0,98122,47.6101,-122.307,385000
5437810320,20141117T000000,3,1.5,1950,7560,1,NO,subcity,good,normal,1320,630,1975,0,98022,47.1976,-121.999,269950
9158100075,20150107T000000,2,1,1350,8220,1,NO,suburb,normal,normal,1060,290,1949,0,98177,47.7224,-122.358,330000
3830630310,20140725T000000,3,,1670,5797,2,NO,suburb,normal,normal,,0,1988,0,98030,47.3505,-122.179,260000
8123100045,20150414T000000,4,3,2380,5125,1.5,NO,suburb,good,normal,1680,700,1925,0,98126,47.5384,-122.376,470000
3127200041,20140613T000000,4,3,2440,9600,2,NO,suburb,excellent,normal,,0,1961,0,98034,47.7044,-122.2,589000
6661200320,20140723T000000,2,1.5,1050,3419,2,NO,suburb,normal,normal,1050,0,1996,0,98038,47.3848,-122.039,163500
11510310,20140905T000000,4,2.75,3130,13412,2,NO,suburb,normal,high,2140,990,1993,0,98052,47.6993,-122.102,835000
825059270,20141121T000000,5,3,4090,12850,1,NO,subcity,good,luxury,2090,2000,1986,0,98033,47.6627,-122.188,
8731951370,20150415T000000,4,1.75,1490,10000,1,NO,suburb,good,high,1100,390,1969,0,98023,47.3099,-122.379,269000
1954440060,20140505T000000,3,2.5,1900,8744,2,NO,suburb,normal,high,1900,0,1987,0,98074,47.62,-122.043,560000
2264500350,20150418T000000,4,1,1330,2400,1.5,NO,suburb,good,normal,1330,0,1901,0,98103,47.65,-122.34,615000
1115810060,20141205T000000,3,2.25,2230,10026,1,NO,suburb,normal,high,1430,800,1975,0,98052,47.6647,-122.153,585188
9477200200,20140818T000000,3,1.75,1650,9480,1,NO,suburb,normal,normal,1220,430,1977,0,98034,47.726,-122.191,305000
1432600560,20141105T000000,3,1,1190,8820,1,NO,suburb,normal,normal,1190,0,1959,0,98058,47.4616,-122.184,166950
2287000060,20140912T000000,3,2.5,2140,9897,1,NO,suburb,good,high,2140,0,1959,0,98040,47.5505,-122.219,799000
3663500060,20140625T000000,3,2.5,2180,7508,1,NO,suburb,good,normal,1420,760,1962,0,98133,47.7606,-122.336,400000
3996900125,20141201T000000,3,1,1060,10228,1,NO,suburb,normal,normal,1060,0,1948,0,98155,47.7481,-122.3,230000
7796450200,20140515T000000,3,2.5,1690,5025,2,NO,suburb,normal,high,1690,0,2003,0,98023,47.2779,-122.347,256883
7549802535,20141111T000000,4,2,1970,6480,1.5,NO,suburb,excellent,normal,1130,840,1920,0,98108,47.5511,-122.312,423000
3278600320,20140723T000000,3,2.5,2150,4084,2,NO,suburb,normal,high,2150,0,2007,0,98126,47.5488,-122.372,465000
2824079053,20150113T000000,3,2.5,1910,66211,2,NO,suburb,normal,normal,,0,1997,0,98024,47.5385,-121.911,440000
1222069094,20141014T000000,3,,1350,155073,1,NO,suburb,good,normal,1350,0,1969,0,98038,47.4058,-121.994,385000
3542300060,20150311T000000,3,1,860,11725,1,NO,suburb,good,normal,860,0,1943,0,98056,47.5093,-122.184,210000
2222059065,20141112T000000,3,2.5,1940,14952,2,NO,suburb,normal,high,1940,0,1994,0,98042,47.3777,-122.165,297000
7551300060,20140716T000000,3,1,1010,5000,1,NO,suburb,normal,normal,1010,0,1952,0,98107,47.675,-122.394,470000
100600550,20140804T000000,3,1.5,1300,7370,1,NO,suburb,good,normal,900,400,1976,0,98023,47.3025,-122.37,226500
3211100860,20150303T000000,3,1,910,8450,1,NO,suburb,good,normal,910,0,1962,0,98059,47.4787,-122.158,274250
3456000310,20140804T000000,4,1.75,2480,11010,1,NO,suburb,good,high,1630,850,1966,0,98040,47.5378,-122.219,840000
9526600140,20140919T000000,3,2.5,2440,4587,2,NO,suburb,normal,high,2440,0,2010,0,98052,47.7073,-122.114,677900
7465900060,20150205T000000,3,1,1010,5864,1,NO,suburb,normal,normal,1010,0,1915,0,98116,47.5733,-122.381,425000
1222000055,20141123T000000,2,,900,9600,1,NO,suburb,normal,normal,900,0,1941,0,98166,47.4604,-122.339,180250
6300000550,20140717T000000,6,3,2300,3404,2,NO,suburb,normal,normal,1600,700,1920,1994,98133,47.7067,-122.343,464000
2310030510,20150422T000000,4,2.25,1550,7579,2,NO,suburb,normal,high,,0,1993,0,98038,47.354,-122.047,320000
1025049114,20140717T000000,3,2.25,1270,1566,2,NO,suburb,normal,high,1060,210,2014,0,98105,47.6647,-122.284,625504
8677300550,20140515T000000,4,2.5,2240,12032,1,NO,suburb,normal,high,2240,0,1983,0,98074,47.6143,-122.017,592500
4014400292,20150114T000000,3,2.5,2714,17936,2,NO,suburb,normal,high,2714,0,2005,0,98001,47.3185,-122.275,465000
1102000196,20140527T000000,4,2.75,1720,6270,2,NO,suburb,normal,high,1720,0,1978,0,98118,47.5458,-122.268,477000
257000138,20150115T000000,2,1,850,16400,1,NO,suburb,normal,normal,850,0,1923,0,98168,47.4889,-122.299,280000
46100204,20150221T000000,5,3,3300,33474,1,NO,city,normal,high,1870,1430,1957,1991,98040,47.5673,-122.21,1.51E+06
