,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,district,condition,yr_built,yr_renovated,zipcode,price,grade
64,1189001180,3,2.25,1660,6000,1,0,0,2,1979,0,98122,425000,1
65,3253500160,3,2.75,2770,3809,1.5,0,0,4,1925,0,98144,317625,1
66,3394100030,4,2.5,2720,11049,2,0,0,2,1989,0,98004,975000,3
67,3717000160,4,2.5,2240,4648,2,0,0,2,2005,0,98001,287000,1
68,1274500060,3,2.25,1000,12070,1,0,0,3,1968,0,98042,204000,1
69,1802000060,5,2.25,3200,20158,1,0,0,2,1965,0,98004,1330000,2
70,1525059190,5,3.25,4770,50094,1,0,0,3,1973,0,98005,1040000,3
71,1049000060,3,2,1260,5612,1,0,0,3,1972,0,98034,325000,1
72,8820901275,4,2,2750,7807,1.5,0,0,4,1916,0,98125,571000,1
73,5416510140,4,2.5,2380,5000,2,0,0,2,2005,0,98038,360000,2
74,3444100400,3,1.75,1790,50529,1,0,0,4,1965,0,98042,349000,1
75,3276920270,4,4,3430,35102,2,0,0,3,1986,0,98075,832500,3
76,4036801170,4,1.75,1760,7300,1,0,0,2,1956,0,98008,380000,1
77,2391600320,3,1,1040,5060,1,0,0,2,1941,0,98116,480000,1
78,6300000287,3,1,1410,5060,1,0,0,3,1956,0,98133,410000,1
79,1531000030,4,2.5,3450,39683,2,0,0,2,2002,0,98010,720000,3
80,5104520400,3,2.5,2350,5100,2,0,0,2,2003,0,98038,390000,2
81,7437100340,4,2.5,1900,5889,2,0,0,2,1992,0,98038,360000,1
82,9418400240,2,1,2020,6720,1,0,0,2,1948,0,98118,355000,1
83,1523059105,3,1.5,1680,8712,1,0,0,2,1964,0,98059,356000,2
84,1133000671,3,1,960,6634,1,0,0,2,1952,0,98125,315000,1
85,4232902595,3,1.5,2140,3600,2,0,0,2,1925,0,98119,940000,2
86,2599001200,5,2.25,2660,8400,1.5,0,0,4,1961,0,98092,305000,1
87,3342103156,3,3.25,2770,6278,2,0,0,2,2006,0,98056,461000,2
88,1332700270,2,2.25,1610,2040,2,0,0,3,1979,0,98056,215000,1
89,3869900162,2,1.75,1030,1066,2,0,0,2,2006,0,98136,335000,1
90,2791500270,4,2.5,1980,7403,2,0,0,2,1988,0,98023,243500,1
91,5036300431,5,2.75,3520,6353,2,0,0,3,2001,0,98199,1100000,3
92,4168000060,3,1,1200,10500,1,0,0,2,1962,0,98023,153000,1
93,6021501535,3,1.5,1580,5000,1,0,0,2,1939,0,98117,430000,2
94,6021501535,3,1.5,1580,5000,1,0,0,2,1939,0,98117,700000,2
95,1483300570,4,2.5,3300,10250,1,0,0,2,1946,1991,98040,905000,1
96,3422049190,3,1.75,1960,15681,1,0,0,2,1967,0,98032,247500,1
97,1099611230,4,1.5,1160,6400,1,0,0,3,1975,0,98023,199000,1
98,722079104,3,1.75,1810,41800,1,0,0,4,1980,0,98038,314000,1
99,7338200240,3,2.5,2320,36847,2,0,2,2,1992,0,98045,437500,2
100,1952200240,3,2.5,2070,13241,1.5,0,0,4,1910,0,98102,850830,2
101,5200100125,3,2,1980,3478,1.5,0,0,3,1929,0,98117,555000,1
102,7214720075,3,2.25,2190,107593,2,0,0,3,1983,0,98077,699950,2
103,2450000295,3,2.5,2920,8113,2,0,0,2,1950,2010,98004,1090000,2
104,6197800045,3,1,1210,33919,1,0,0,2,1954,0,98058,290000,1
105,1328310370,3,2.5,2340,10005,1,0,0,3,1978,0,98058,375000,2
106,546000875,3,1,1670,4005,1.5,0,0,3,1939,0,98117,460000,1
107,3530510041,2,2.25,1240,2493,1,0,0,3,1985,0,98198,188500,2
108,1853000400,4,2.5,3140,28037,2,0,0,3,1991,0,98077,680000,3
109,3134100116,5,1.75,2030,12342,2,0,0,3,1942,0,98052,470000,1
110,9545230140,4,2.5,2310,9624,2,0,0,2,1984,0,98027,597750,2
111,3362400511,3,1.75,1260,3328,1,0,0,4,1905,0,98103,570000,1
112,2525310310,3,1.75,1540,12600,1,0,0,3,1980,0,98038,272500,1
113,6126500060,3,1.75,2080,5969,1,0,2,2,1971,0,98108,329950,1
114,8961960160,4,2.5,3230,16171,2,0,3,2,2001,0,98001,480000,2
115,3626039325,3,3.5,4380,6350,2,0,0,2,1900,1999,98117,740500,2
116,3362400431,3,3.5,1590,1102,3,0,0,2,2010,0,98103,518500,2
117,4060000240,2,1,880,6780,1,0,0,3,1945,0,98178,205425,1
118,3454800060,4,2,1570,9600,1,0,0,2,1950,0,98168,171800,1
119,1695900060,4,1,1610,2982,1.5,0,0,3,1925,0,98144,535000,1
120,7278700070,3,2.5,2400,6474,1,0,2,2,1964,0,98177,660000,2
121,6675500070,3,2,1450,9132,1,0,0,2,1987,0,98034,391500,1
122,3626039187,2,1,770,6000,1,0,0,2,1953,0,98117,395000,1
123,3524049083,4,1.75,2100,4400,1.5,0,0,4,1924,0,98118,445000,1
124,3275860240,3,2.25,2910,10204,2,0,0,2,1990,0,98052,770000,2
125,4389200955,4,2.75,2750,17789,1.5,0,0,2,1914,1992,98004,1450000,2
126,4058801670,3,2.25,2100,8201,1,0,2,2,1967,0,98178,445000,2
127,8732020310,4,2.25,2160,8811,1,0,0,2,1978,0,98023,260000,2
128,2331300505,5,3.5,2320,4960,2,0,0,4,1926,0,98103,822500,1
129,7853210060,4,2.5,2070,4310,2,0,0,2,2004,0,98065,430000,1
130,3668000070,3,1.75,1060,7875,1,0,0,3,1986,0,98092,212000,1
131,9545240070,4,2.25,2010,9603,1,0,0,2,1986,0,98027,660500,2
132,1243100136,3,3.5,3950,111078,1.5,0,0,2,1989,0,98052,784000,2
133,8929000270,3,2.5,2010,2287,2,0,0,2,2014,0,98029,453246,2
134,2767602356,4,3.5,2140,2278,3,0,0,2,2005,0,98107,675000,2
135,921049315,3,1.75,1320,17390,1,0,0,3,1956,0,98003,199000,1
136,3655000070,4,1.75,2020,7840,1,0,0,2,1968,0,98003,220000,1
137,4027700812,4,2.25,2590,10002,1,0,0,3,1968,0,98028,452000,2
138,3992700335,2,1,1190,4440,1,0,0,2,1981,0,98125,382500,1
139,2767603505,3,2.25,1170,1249,3,0,0,2,2014,0,98107,519950,2
140,4232901525,2,1,1110,3200,1,0,0,2,1925,0,98119,665000,1
141,1777500060,5,2.25,2820,9375,1,0,0,3,1968,0,98006,527700,2
142,1432900240,3,1,1610,8579,1,0,0,3,1962,0,98058,205000,1
143,6140100875,3,1,1060,8097,1,0,0,3,1923,0,98133,420000,1
144,6071600370,4,2.25,2030,8517,1,0,0,3,1961,0,98006,500000,2
145,1526069017,4,2.5,3670,315374,2,0,0,3,1994,0,98077,921500,2
146,809001525,4,1,2550,4000,2,0,0,2,1905,0,98109,890000,2
147,3224079105,2,2.5,2420,60984,2,0,0,2,2007,0,98027,430000,1
148,8075400570,5,2,2260,12500,1,0,0,3,1960,0,98032,258000,2
149,1994200024,3,1,1430,3455,1,0,0,2,1947,0,98103,511000,1
150,3362900810,3,2,1360,3090,2,0,0,2,1990,0,98103,532170,2
151,1324300398,3,1,1110,5000,1.5,0,0,2,1947,0,98107,560000,1
152,537000445,3,1,1250,8200,1,0,0,3,1954,0,98003,282950,1
153,7855801670,4,3.25,5180,19850,2,0,3,2,2006,0,98006,2250000,3
154,7920100045,1,1,700,5100,1,0,0,2,1942,0,98115,350000,1
155,8960000030,3,1,1180,7669,1,0,0,3,1967,0,98058,215000,1
156,6388930390,5,3.5,3960,25245,2,0,0,2,1996,0,98056,650000,2
157,8731900200,4,2.75,2640,7500,1,0,0,2,1967,0,98023,320000,2
158,8029200135,3,2,1270,7198,1.5,0,0,2,1916,2013,98022,247000,1
159,1081200350,4,1.75,1760,11180,1,0,0,3,1968,0,98059,320000,2
160,84000105,5,2.25,2060,8632,1,0,0,2,1962,0,98146,255000,1
161,3756500060,3,1.75,1780,9660,1,0,0,2,1962,0,98034,438000,1
162,7215720160,3,2.5,3400,16603,2,0,0,2,2000,0,98075,900000,3
163,3574800520,3,2.75,1910,7280,1,0,0,2,1979,0,98034,441000,1
164,2617300160,3,2,2020,38332,1,0,0,3,1975,0,98027,420000,1
165,2558660270,3,1.75,1580,7000,1,0,0,2,1976,0,98034,370000,1
166,2009000370,2,1.75,1340,7250,1,0,0,4,1949,0,98198,269950,0
167,1836980160,4,2.5,2680,4499,2,0,0,2,1999,0,98006,807100,2
168,3261020370,3,2.5,2680,9750,1,0,0,3,1979,0,98034,653000,2
169,1755700060,3,2,1370,8336,1,0,0,4,1964,0,98133,371500,1
170,4330600435,3,1.75,1560,21000,1,0,0,2,1954,0,98166,284000,1
171,9542800700,3,1.75,2160,7140,1,0,0,3,1978,0,98023,272000,1
172,1999700045,3,1.5,1340,7912,1.5,0,0,2,1955,0,98133,313000,1
173,1762600070,4,2.5,3880,35003,2,0,0,2,1984,0,98033,917500,3
174,1687900520,4,2.25,2590,8190,2,0,0,3,1980,0,98006,673000,2
175,7234600798,3,2.5,1120,1100,2,0,0,2,2008,0,98122,425000,2
176,3881900445,5,2.75,1970,5400,1,0,0,2,1986,0,98144,399950,1
177,2254502445,3,1,1220,4800,1,0,0,2,1901,0,98122,385000,1
178,5437810320,3,1.5,1950,7560,1,0,2,3,1975,0,98022,269950,1
179,9158100075,2,1,1350,8220,1,0,0,2,1949,0,98177,330000,1
180,3830630310,3,2.25,1670,5797,2,0,0,2,1988,0,98030,260000,1
181,8123100045,4,3,2380,5125,1.5,0,0,3,1925,0,98126,470000,1
182,3127200041,4,3,2440,9600,2,0,0,4,1961,0,98034,589000,1
183,6661200320,2,1.5,1050,3419,2,0,0,2,1996,0,98038,163500,1
184,11510310,4,2.75,3130,13412,2,0,0,2,1993,0,98052,835000,2
185,825059270,5,3,4090,12850,1,0,2,3,1986,0,98033,540111,3
186,8731951370,4,1.75,1490,10000,1,0,0,3,1969,0,98023,269000,2
187,1954440060,3,2.5,1900,8744,2,0,0,2,1987,0,98074,560000,2
188,2264500350,4,1,1330,2400,1.5,0,0,3,1901,0,98103,615000,1
189,1115810060,3,2.25,2230,10026,1,0,0,2,1975,0,98052,585188,2
190,9477200200,3,1.75,1650,9480,1,0,0,2,1977,0,98034,305000,1
191,1432600560,3,1,1190,8820,1,0,0,2,1959,0,98058,166950,1
192,2287000060,3,2.5,2140,9897,1,0,0,3,1959,0,98040,799000,2
193,3663500060,3,2.5,2180,7508,1,0,0,3,1962,0,98133,400000,1
194,3996900125,3,1,1060,10228,1,0,0,2,1948,0,98155,230000,1
195,7796450200,3,2.5,1690,5025,2,0,0,2,2003,0,98023,256883,2
196,7549802535,4,2,1970,6480,1.5,0,0,4,1920,0,98108,423000,1
197,3278600320,3,2.5,2150,4084,2,0,0,2,2007,0,98126,465000,2
198,2824079053,3,2.5,1910,66211,2,0,0,2,1997,0,98024,440000,1
199,1222069094,3,2.25,1350,155073,1,0,0,3,1969,0,98038,385000,1
200,3542300060,3,1,860,11725,1,0,0,3,1943,0,98056,210000,1
201,2222059065,3,2.5,1940,14952,2,0,0,2,1994,0,98042,297000,2
202,7551300060,3,1,1010,5000,1,0,0,2,1952,0,98107,470000,1
203,100600550,3,1.5,1300,7370,1,0,0,3,1976,0,98023,226500,1
204,3211100860,3,1,910,8450,1,0,0,3,1962,0,98059,274250,1
205,3456000310,4,1.75,2480,11010,1,0,0,3,1966,0,98040,840000,2
206,9526600140,3,2.5,2440,4587,2,0,0,2,2010,0,98052,677900,2
207,7465900060,3,1,1010,5864,1,0,0,2,1915,0,98116,425000,1
208,1222000055,2,2.25,900,9600,1,0,0,2,1941,0,98166,180250,1
209,6300000550,6,3,2300,3404,2,0,0,2,1920,1994,98133,464000,1
210,2310030510,4,2.25,1550,7579,2,0,0,2,1993,0,98038,320000,2
211,1025049114,3,2.25,1270,1566,2,0,0,2,2014,0,98105,625504,2
212,8677300550,4,2.5,2240,12032,1,0,0,2,1983,0,98074,592500,2
213,4014400292,3,2.5,2714,17936,2,0,0,2,2005,0,98001,465000,2
214,1102000196,4,2.75,1720,6270,2,0,0,2,1978,0,98118,477000,2
215,257000138,2,1,850,16400,1,0,0,2,1923,0,98168,280000,1
216,46100204,5,3,3300,33474,1,0,3,2,1957,1991,98040,1510000,2
217,1909600046,3,2.5,2250,5692,2,0,0,2,2000,0,98146,445838,2
218,1250202145,2,2.25,3900,14864,1,0,3,2,1947,0,98144,1070000,2
219,7611200125,2,1.5,1320,10800,1,0,0,3,1947,0,98177,467000,2
220,5611500140,4,2.5,2760,6440,2,0,0,2,1999,0,98075,686000,3
221,7138000260,3,2,1750,9750,1,0,0,2,1961,0,98198,279950,1
222,626059335,4,2.25,2330,19436,2,0,0,2,1987,0,98011,527000,2
223,1922059282,3,2.25,2220,16020,1,0,0,3,1966,0,98030,325000,2
224,705700390,3,2.25,2020,8379,2,0,0,2,1994,0,98038,328000,1
225,7454001200,3,2.25,1250,7500,1,0,0,4,1942,0,98146,390000,1
226,8682281200,2,2,1510,6516,1,0,0,2,2005,0,98053,479950,2
227,7972000200,4,2.25,1720,9753,1,0,0,3,1978,0,98023,264950,1
228,722059070,3,1,1430,15246,1,0,0,3,1961,0,98031,235000,1
229,7202340400,3,2.5,1480,4729,2,0,0,2,2004,0,98053,516500,1
230,8096000060,2,1.75,1450,15798,2,1,4,2,1915,1978,98166,655000,1
231,2424000060,4,2.75,2280,15347,1,0,0,4,1960,0,98059,500000,1
232,9264902050,6,2.75,2940,7350,1,0,0,2,1978,0,98023,315000,2
233,943100260,2,1,1000,10200,1,0,0,2,1961,0,98024,213000,1
234,3677400445,3,1.5,2480,5280,1.5,0,0,4,1947,0,98108,475000,1
235,1762600320,5,4,3760,28040,2,0,0,2,1983,0,98033,1030000,3
236,4058000060,3,2,2220,94300,1,0,0,4,1976,0,98010,416000,1
237,7228500560,4,1,1970,4740,1.5,0,0,2,1904,2005,98122,410000,1
238,326069104,3,3.5,3830,221284,2,0,0,2,1993,0,98077,800000,3
239,5152100060,6,2.5,4410,14034,1,0,2,3,1965,0,98003,472000,2
240,3584000310,3,1.75,1430,8505,1,0,0,3,1968,0,98003,225000,1
241,8150100045,2,1,830,6000,1,0,0,2,1940,0,98126,210000,1
242,1868901275,2,1,1430,5000,1.5,0,0,1,1925,0,98115,455000,1
243,6131600075,3,1,1300,8316,1,0,0,3,1954,0,98002,225000,1
244,9468200125,2,1,1030,3060,1,0,2,3,1918,0,98103,480000,1
245,8029510030,3,2.5,2740,11872,2,0,0,2,1990,0,98023,363000,2
246,2025069065,4,2.5,3650,8354,1,1,4,2,2000,0,98074,2400000,2
247,7899800890,2,1.5,720,5120,1,0,0,2,1954,0,98106,181000,1
248,3021059276,4,2,2010,7312,1,0,0,3,1976,0,98002,250000,1
249,3797001895,3,1.75,1560,3000,1,0,0,3,1918,0,98103,481000,1
250,3832710960,3,2,1810,7209,1,0,0,3,1978,0,98032,260000,1
251,1310430400,4,2.5,3360,7685,2,0,0,2,2001,0,98058,455000,2
252,1422300030,3,2.25,1510,36224,2,0,0,2,1991,0,98045,415000,2
253,1105000588,3,1,1400,3538,1,0,0,2,1953,0,98118,349500,1
254,3830630060,3,2.5,1730,7442,2,0,0,2,1987,0,98030,245000,1
255,5101404898,2,2,1420,9191,1.5,0,2,4,1928,0,98115,592500,1
256,7972601890,4,1.75,2360,7620,1,0,0,3,1955,0,98106,385000,1
257,5127001620,3,1.75,1580,11455,1,0,0,3,1974,0,98059,315000,1
258,9407100800,3,1,1230,10170,1,0,0,2,1979,0,98045,255000,1
259,1873100060,4,2.5,2460,4425,2,0,0,2,2006,0,98052,693000,2
260,8722101360,3,1,1660,4400,1.5,0,0,2,1911,0,98112,780000,2
261,8644000060,3,1.75,1270,8470,1,0,0,3,1960,0,98198,237000,1
262,3325069129,3,2.25,2100,40510,2,0,0,2,1979,0,98074,525000,3
263,1400300055,2,1,770,5040,1,0,0,2,1930,0,98144,425000,0
264,2123039032,1,0.75,760,10079,1,1,4,4,1936,0,98070,369900,0
265,8078560140,4,2.5,1700,7280,2,0,0,3,1988,0,98031,290000,1
266,3438500192,3,1,1120,10701,1,0,0,2,1954,0,98106,285000,1
267,7974200510,2,1,1070,4500,1,0,0,2,1937,0,98115,415000,1
268,2557000400,3,2.5,2070,9900,1,0,0,2,1979,0,98023,272500,2
269,7960900060,4,3.25,5050,20100,1.5,0,2,2,1982,2008,98004,2900000,3
270,4054500390,4,4.75,5310,57346,2,0,0,3,1989,0,98077,1370000,3
271,6378500125,2,1,1040,7538,1,0,0,3,1939,0,98133,436000,1
272,1745100140,3,1,1700,11390,1,0,0,3,1967,0,98003,210000,1
273,2976800796,3,1,1300,5898,1,0,0,2,1961,0,98178,236000,1
274,4235400186,3,1.75,1080,1306,1,0,0,2,1954,2003,98199,331000,1
275,4215100060,3,2.5,2653,4510,2,0,0,2,2006,0,98031,365000,2
276,9189700045,3,2,2290,16258,1,0,0,4,1960,0,98058,450000,2
277,1126049053,4,2.75,3820,26300,2,0,0,2,2014,0,98028,770000,2
278,2022069200,4,2.5,2210,49375,1,0,0,2,1997,0,98038,455000,2
279,9412900055,3,1.75,2390,6000,1,0,0,2,1908,0,98118,405000,1
280,1722059235,4,1.75,2600,11325,1,0,0,3,1969,0,98031,304900,1
281,6874200960,2,1,860,5265,1,0,0,2,1931,0,98178,170000,1
282,7424700045,5,3,3830,8480,2,0,1,4,1905,1994,98122,2050000,2
283,7202360350,4,2.5,3500,7048,2,0,0,2,2005,0,98053,780000,2
284,5634500392,3,3,2420,13959,1,0,0,3,1988,0,98028,330000,2
285,1509500060,4,2.5,2720,8666,2,0,0,2,1992,0,98030,370000,2
286,7214810350,5,2.25,2500,13500,1,0,0,2,1979,0,98072,467000,1
287,6647200060,3,1.75,1670,6720,1,0,0,2,1980,0,98034,405000,1
288,9552700140,5,2.25,2900,10300,1,0,0,2,1985,0,98006,675000,2
289,2200500350,2,1,1640,14100,1,0,0,3,1954,0,98006,500000,1
290,6113400046,4,2.5,1890,15770,2,0,0,3,1968,0,98166,389999,1
291,6619910140,4,1.75,2950,9025,1,0,2,3,1975,0,98034,630000,2
292,1115450240,4,2.5,2160,9528,2,0,0,2,1992,0,98001,360000,2
293,6073240060,4,3,3280,11060,2,0,0,2,1986,0,98056,580000,2
294,9297300045,3,2,1970,4166,2,0,3,4,1929,0,98126,550000,2
295,9510920070,4,2.5,3360,22111,2,0,0,2,1994,0,98075,879000,3
296,5468730030,3,2,1320,8959,1,0,0,2,1993,0,98042,265000,1
297,8079030390,3,2.5,2650,7286,2,0,0,2,1990,0,98059,446500,2
298,600000152,3,1.5,2030,8880,1,0,0,2,1963,0,98108,404000,1
299,1840000030,3,1.75,1590,11914,1,0,2,2,1957,0,98188,267500,1
300,3225069065,4,5,4550,18641,1,1,4,2,2002,0,98074,3080000,3
301,3260800030,3,2.5,2440,7632,2,0,0,2,1998,0,98003,335000,2
302,2747100024,3,2.5,1940,9000,1,0,0,3,1948,0,98117,576000,1
303,5104530560,3,2.5,2040,3810,2,0,0,2,2006,0,98038,208633,2
304,4330600350,3,2.25,2200,8750,1,0,0,3,1964,0,98166,315000,1
305,5016001535,3,1.75,1920,3300,1,0,0,3,1913,0,98112,725000,2
306,7280300196,4,2.25,1800,7750,1,0,0,3,1965,0,98177,550000,2
307,8651520400,4,2.25,2180,7297,2,0,0,2,1984,0,98074,610750,2
308,7171200445,2,1,1010,5000,1.5,0,0,3,1908,0,98105,550700,1
309,3204800200,4,2.75,3320,10574,2,0,0,4,1960,0,98056,665000,2
310,3416600800,4,2.5,2370,4000,1.5,0,2,4,1928,0,98144,834000,2
311,7994700030,5,1.75,1660,78408,1.5,0,0,2,1915,0,98065,201000,1
312,1860600135,5,2.5,3650,9050,2,0,4,4,1921,0,98119,2380000,3
313,4139480200,4,3.25,4290,12103,1,0,3,2,1997,0,98006,1380000,3
314,4139480200,4,3.25,4290,12103,1,0,3,2,1997,0,98006,1400000,3
315,1328320800,4,2.25,1950,7700,1,0,0,2,1979,0,98058,305000,2
316,7771300125,3,2,2590,14052,1,0,0,4,1948,0,98133,487000,2
317,3422059208,3,2.5,1930,64904,1,0,0,3,1988,0,98042,390000,2
318,9521101455,2,1,1470,3864,1,0,0,3,1916,0,98103,548000,1
319,4337000335,4,1,800,8775,1,0,0,2,1943,0,98166,268750,1
320,325059286,5,2.75,3150,7119,2,0,0,2,2013,0,98052,819900,2
321,2597650240,3,2.25,2030,16200,2,0,0,2,1984,0,98027,520000,2
322,3353400435,3,2,1450,11204,1,0,0,2,2003,0,98001,230000,1
323,7972000240,3,1.75,1510,10248,1,0,0,2,1969,0,98023,240000,1
324,7520000520,2,1,1240,12092,1,0,0,2,1922,1984,98146,232000,1
325,7520000520,2,1,1240,12092,1,0,0,2,1922,1984,98146,240500,1
326,3530210260,3,2.5,3030,45004,2,0,0,2,1987,0,98077,274975,2
327,1959700550,4,2,2050,4400,1.5,0,0,3,1922,0,98102,740000,2
328,1665400045,3,1,1000,7636,1,0,0,1,1952,0,98166,186375,1
329,9542850320,3,2.25,2370,10289,1,0,0,3,1977,0,98005,790000,2
330,3179100060,4,3.5,2800,6750,2,0,0,2,1951,2002,98105,880000,2
331,2946001550,6,1.75,2240,11180,2,0,0,3,1955,0,98198,279000,1
332,8078490390,3,2,1810,10530,1,0,2,2,1991,0,98022,295000,2
333,9550201550,2,1,1070,5000,1,0,0,2,1924,0,98103,640000,1
334,191100045,4,2,2490,9525,2,0,0,4,1968,0,98040,940000,2
335,5009600070,4,2.5,1960,5238,2,0,0,2,2003,0,98038,260000,1
336,200350070,3,2.75,2930,5569,1,0,0,2,2004,0,98072,559900,2
337,2877103726,4,2,1510,3500,1.5,0,0,4,1911,0,98103,791500,1
338,405100295,3,1.75,1420,8250,1,0,0,2,1954,0,98133,265000,1
339,4268200055,3,1.75,1740,11547,1,0,0,2,1954,0,98178,245000,1
340,3126069068,4,1.75,2560,43995,2,0,0,3,1962,0,98052,485000,1
341,1115300070,4,3.5,3040,8414,2,0,0,2,2010,0,98059,684000,2
342,6414100671,3,1.75,2500,6840,1,0,0,2,1957,0,98125,425000,2
343,7004200060,4,1.75,1275,20000,1,0,0,3,1991,0,98070,309600,1
344,7852110140,4,2.5,2580,5823,2,0,0,2,2002,0,98065,552250,2
345,3969300030,4,1,1000,7134,1,0,0,2,1943,0,98178,165000,1
346,3969300030,4,1,1000,7134,1,0,0,2,1943,0,98178,239900,1
347,4048400070,2,1,1070,32633,1,0,0,3,1930,0,98059,320000,1
348,808000070,3,2,1390,13464,1,0,0,3,1987,0,98030,206600,1
349,7374200030,4,1.75,2500,7690,1,0,0,2,1973,0,98155,387000,1
350,7325600160,1,2.25,560,12120,1,0,0,2,1967,0,98014,299000,0
